Player,PTS,AST,ORB,DRB,STL,BLK,TOV,FGA,3PA,FTA,eFG%,FG%,3P%,FT%,G,MP,TS%,USG%,AST%,ORB%,DRB%,STL%,BLK%,TOV%,3PAr,FTr,OBPM,DBPM,0-3 % of FGA,10-16 % of FGA,3P % of FGA,0-3 FG%,10-16 FG%,% of 2P Ast’d,% of 3P Ast’d,Dunks %FGA,3PA% Corner
Mikal Bridges,23.6,5.0,1.2,3.1,1.2,0.7,2.2,19.3,7.6,1.9,0.57,0.5,0.354,0.814,82,3036,0.585,19.6,14.4,2.7,7.0,1.2,1.3,9.7,0.391,0.1,0.4,-0.9,0.185,0.192,0.391,0.785,0.507,0.682,0.957,0.025,0.449
Josh Hart,18.0,7.8,2.8,9.9,2.0,0.5,2.7,13.2,4.3,3.5,0.579,0.525,0.333,0.776,77,2897,0.611,15.3,20.7,6.4,22.6,2.0,0.9,15.5,0.327,0.266,1.1,1.8,0.408,0.066,0.327,0.732,0.412,0.613,0.869,0.03,0.258
Anthony Edwards,37.4,6.2,1.0,6.7,1.6,0.9,4.3,27.7,13.9,8.5,0.547,0.447,0.395,0.837,79,2871,0.595,31.4,20.9,2.4,14.8,1.6,1.7,12.0,0.503,0.308,4.4,0.0,0.176,0.084,0.503,0.678,0.341,0.384,0.475,0.039,0.107
Devin Booker,34.0,9.4,1.3,4.1,1.2,0.3,3.9,25.1,9.7,8.5,0.525,0.461,0.332,0.894,75,2795,0.589,29.3,30.6,3.1,8.9,1.2,0.5,11.9,0.388,0.34,2.8,-2.4,0.109,0.206,0.388,0.69,0.531,0.431,0.716,0.013,0.123
James Harden,31.8,12.1,1.0,7.1,2.1,1.0,6.0,22.9,11.8,10.2,0.501,0.41,0.352,0.874,79,2789,0.582,29.6,36.8,2.3,16.1,2.1,2.0,18.0,0.516,0.446,3.5,0.8,0.106,0.122,0.516,0.657,0.405,0.176,0.37,0.003,0.042
DeMar DeRozan,30.2,6.0,0.9,4.4,1.1,0.6,1.9,23.1,4.5,7.8,0.509,0.477,0.328,0.857,77,2768,0.569,25.0,18.7,2.0,10.1,1.1,1.1,6.5,0.196,0.337,1.2,-1.2,0.065,0.299,0.196,0.706,0.509,0.363,0.881,0.006,0.309
Trae Young,31.4,15.0,0.6,3.4,1.6,0.2,6.1,23.5,11.0,9.6,0.491,0.411,0.34,0.875,76,2739,0.567,29.6,46.4,1.4,8.2,1.6,0.4,17.9,0.467,0.408,3.3,-2.7,0.124,0.134,0.467,0.544,0.467,0.287,0.294,0.001,0.078
Tyler Herro,33.7,7.8,0.6,6.7,1.3,0.3,3.6,25.2,12.3,6.0,0.563,0.472,0.375,0.878,77,2725,0.605,28.0,26.2,1.4,14.6,1.3,0.6,11.5,0.486,0.237,3.8,-0.7,0.137,0.126,0.486,0.698,0.529,0.378,0.753,0.008,0.118
OG Anunoby,24.4,3.0,1.8,4.8,2.0,1.2,1.9,18.8,8.4,4.1,0.559,0.476,0.372,0.81,74,2706,0.591,19.7,8.5,4.2,11.0,2.0,2.2,8.3,0.448,0.22,0.7,0.1,0.338,0.055,0.448,0.706,0.321,0.717,0.93,0.14,0.45
Jalen Green,31.1,5.1,0.8,6.0,1.3,0.5,3.7,25.9,11.9,6.1,0.505,0.423,0.354,0.813,82,2697,0.544,27.3,16.0,1.7,13.4,1.3,0.9,11.4,0.46,0.234,1.1,-0.5,0.191,0.058,0.46,0.664,0.298,0.262,0.538,0.046,0.107
Christian Braun,21.9,3.7,1.8,5.6,1.5,0.7,1.5,14.8,4.0,3.8,0.634,0.58,0.397,0.827,79,2675,0.665,15.8,10.1,4.2,12.2,1.5,1.2,8.1,0.273,0.261,0.8,-0.5,0.418,0.027,0.273,0.758,0.409,0.762,0.888,0.124,0.317
Bam Adebayo,26.3,6.3,3.5,10.5,1.8,1.0,3.0,20.8,4.1,6.1,0.521,0.485,0.357,0.765,78,2674,0.561,23.5,20.0,7.7,23.1,1.8,1.9,11.4,0.199,0.295,1.0,1.0,0.213,0.247,0.199,0.705,0.436,0.605,0.886,0.123,0.29
Ivica Zubac,25.1,4.0,5.6,13.3,1.0,1.7,2.4,17.7,0.0,4.4,0.628,0.628,0.0,0.661,80,2624,0.641,19.5,12.8,13.1,30.2,1.0,3.4,10.8,0.0,0.251,2.3,0.8,0.426,0.072,0.0,0.706,0.485,0.703,0.0,0.203,0.0
Jayson Tatum,36.9,8.2,0.9,11.0,1.5,0.7,4.0,28.0,13.9,8.4,0.537,0.452,0.343,0.814,72,2624,0.582,31.2,27.0,2.0,23.7,1.5,1.3,11.2,0.497,0.3,4.4,0.8,0.182,0.089,0.497,0.782,0.359,0.35,0.46,0.059,0.059
Jaden McDaniels,18.9,3.1,2.4,6.4,2.1,1.4,1.8,15.7,5.7,2.4,0.537,0.477,0.33,0.813,82,2614,0.562,16.3,9.0,5.6,14.2,2.1,2.6,9.6,0.363,0.153,-1.4,1.4,0.253,0.121,0.363,0.73,0.535,0.611,0.95,0.074,0.512
Keegan Murray,17.7,2.0,2.7,6.8,1.1,1.3,1.1,15.4,8.4,1.3,0.538,0.444,0.343,0.833,76,2610,0.553,15.0,5.6,6.3,15.5,1.1,2.6,6.6,0.548,0.088,-0.8,-0.8,0.144,0.078,0.548,0.831,0.359,0.652,0.987,0.087,0.29
Shai Gilgeous-Alexander,45.9,9.0,1.2,5.8,2.4,1.4,3.4,30.6,8.0,12.4,0.569,0.519,0.375,0.898,76,2598,0.637,34.8,31.3,2.8,12.6,2.4,3.0,8.6,0.263,0.404,8.9,2.6,0.206,0.222,0.263,0.742,0.548,0.212,0.35,0.028,0.034
Michael Porter Jr.,25.9,3.1,2.6,7.5,0.9,0.7,1.9,19.4,9.1,3.6,0.596,0.504,0.395,0.768,77,2593,0.617,20.2,8.7,6.1,16.2,0.9,1.3,8.4,0.467,0.185,1.6,-1.7,0.228,0.053,0.467,0.762,0.536,0.74,0.922,0.096,0.125
Derrick White,24.3,7.0,1.3,5.3,1.4,1.6,2.6,18.7,13.5,3.1,0.58,0.442,0.384,0.839,76,2574,0.606,19.8,20.2,2.8,11.5,1.4,2.9,11.3,0.721,0.168,2.7,0.8,0.084,0.05,0.721,0.716,0.563,0.465,0.808,0.009,0.171
Dyson Daniels,19.5,6.1,2.3,5.9,4.2,1.0,2.8,16.8,4.3,2.5,0.536,0.493,0.34,0.593,76,2571,0.545,18.2,17.9,5.1,14.2,4.2,2.0,13.6,0.255,0.152,-1.1,2.6,0.284,0.078,0.255,0.676,0.389,0.517,0.938,0.054,0.217
Nikola Jokić,38.7,13.4,3.7,12.9,2.4,0.8,4.3,25.5,6.2,8.4,0.627,0.576,0.417,0.8,70,2571,0.663,29.5,44.1,9.0,28.2,2.4,1.6,12.8,0.243,0.331,9.9,3.3,0.235,0.078,0.243,0.725,0.491,0.653,0.862,0.019,0.045
Austin Reaves,28.5,8.1,1.2,5.2,1.6,0.4,3.4,20.0,10.2,7.1,0.556,0.46,0.377,0.877,73,2550,0.616,23.7,24.9,2.8,11.5,1.6,0.8,12.9,0.512,0.353,2.4,-0.5,0.142,0.107,0.512,0.748,0.45,0.44,0.72,0.007,0.122
Toumani Camara,16.8,3.3,3.3,5.3,2.2,1.0,2.1,13.7,6.9,2.4,0.552,0.458,0.375,0.722,78,2548,0.572,14.4,9.6,7.2,12.1,2.2,1.8,12.4,0.503,0.176,-0.9,0.8,0.289,0.008,0.503,0.652,0.167,0.658,0.956,0.084,0.419
Pascal Siakam,29.8,5.0,2.5,7.7,1.3,0.8,2.1,22.3,6.1,5.8,0.572,0.519,0.389,0.734,78,2548,0.599,24.2,15.7,5.9,17.6,1.3,1.5,7.6,0.274,0.261,2.2,-0.5,0.218,0.179,0.274,0.771,0.441,0.589,0.976,0.041,0.29
Brook Lopez,19.8,2.7,2.1,5.5,0.9,2.8,1.6,14.7,7.1,2.6,0.599,0.509,0.373,0.826,80,2546,0.624,15.8,7.8,5.0,11.8,0.9,5.4,9.1,0.482,0.178,0.4,0.4,0.229,0.109,0.482,0.78,0.464,0.745,0.986,0.071,0.097
Karl-Anthony Towns,34.7,4.4,4.2,14.0,1.4,1.0,3.8,24.0,6.7,8.1,0.584,0.526,0.42,0.829,72,2517,0.63,27.4,13.8,9.8,32.0,1.4,1.9,12.1,0.278,0.337,3.5,0.1,0.353,0.058,0.278,0.695,0.4,0.586,0.972,0.071,0.062
Bub Carrington,15.6,7.0,0.6,6.0,1.0,0.4,2.7,14.5,7.9,1.6,0.493,0.401,0.339,0.812,82,2458,0.514,15.8,21.2,1.4,13.1,1.0,0.8,15.2,0.544,0.114,-3.3,-1.3,0.102,0.102,0.544,0.553,0.553,0.481,0.667,0.027,0.135
Cade Cunningham,35.9,12.5,1.1,7.2,1.4,1.0,6.1,28.6,8.2,7.3,0.521,0.469,0.356,0.846,70,2452,0.565,33.2,43.0,2.5,16.5,1.4,2.1,16.0,0.287,0.254,3.8,0.1,0.167,0.129,0.287,0.605,0.479,0.228,0.57,0.033,0.048
Tyrese Haliburton,26.6,13.2,0.8,4.2,2.1,1.0,2.4,19.7,11.0,4.4,0.582,0.473,0.388,0.851,73,2451,0.616,21.6,38.9,1.9,9.7,2.1,1.8,9.8,0.559,0.221,5.7,0.2,0.101,0.107,0.559,0.725,0.546,0.391,0.528,0.024,0.073
Coby White,28.8,6.3,0.5,4.7,1.3,0.3,3.4,21.4,11.1,5.8,0.55,0.453,0.37,0.902,74,2450,0.601,24.4,19.5,1.1,10.4,1.3,0.6,12.4,0.521,0.274,0.5,-1.4,0.224,0.06,0.521,0.669,0.507,0.336,0.759,0.01,0.135
LeBron James,34.4,11.6,1.4,9.5,1.4,0.8,5.2,25.6,8.0,6.7,0.571,0.513,0.376,0.782,70,2444,0.604,30.1,40.3,3.4,21.2,1.4,1.5,15.5,0.312,0.261,4.9,0.7,0.242,0.113,0.312,0.782,0.503,0.382,0.691,0.056,0.088
Domantas Sabonis,26.9,8.5,5.4,14.2,1.0,0.5,4.1,18.0,3.1,5.8,0.627,0.59,0.417,0.754,70,2429,0.655,21.6,26.0,12.3,32.6,1.0,1.0,16.5,0.175,0.324,4.2,1.1,0.43,0.044,0.175,0.708,0.462,0.63,0.985,0.097,0.051
Jamal Murray,28.6,8.0,0.9,4.3,1.8,0.7,2.7,22.3,7.9,4.9,0.543,0.474,0.393,0.886,67,2418,0.584,24.0,23.2,2.2,9.3,1.8,1.2,10.1,0.354,0.219,1.8,-1.0,0.155,0.153,0.354,0.667,0.468,0.355,0.615,0.012,0.093
Alperen Şengün,29.5,7.6,5.3,10.7,1.7,1.2,3.9,23.2,1.8,8.7,0.505,0.496,0.233,0.692,76,2395,0.545,26.2,24.1,11.4,23.8,1.7,2.3,12.7,0.079,0.374,2.6,1.8,0.319,0.164,0.079,0.679,0.396,0.473,0.952,0.067,0.067
Dillon Brooks,21.5,2.6,1.5,4.1,1.2,0.3,1.5,18.2,9.6,2.5,0.533,0.429,0.397,0.818,75,2388,0.555,17.7,7.4,3.3,9.1,1.2,0.6,7.4,0.524,0.135,-1.4,0.0,0.127,0.135,0.524,0.544,0.372,0.444,0.962,0.019,0.23
Rudy Gobert,17.9,2.6,5.5,10.7,1.2,2.1,1.8,10.5,0.0,5.6,0.669,0.669,0.0,0.674,72,2388,0.687,13.0,7.5,12.5,23.8,1.2,4.1,12.4,0.0,0.535,0.6,1.3,0.757,0.022,0.0,0.79,0.0,0.707,0.0,0.494,0.0
Tobias Harris,20.9,3.4,1.4,7.7,1.5,1.2,1.8,16.8,5.5,3.5,0.534,0.477,0.345,0.861,73,2305,0.571,17.6,9.8,3.1,17.5,1.5,2.4,8.8,0.328,0.206,-0.5,0.6,0.168,0.168,0.328,0.77,0.489,0.539,0.934,0.075,0.447
Darius Garland,32.3,10.6,1.0,3.5,1.9,0.2,4.0,24.5,11.1,5.3,0.562,0.472,0.401,0.878,75,2301,0.6,27.2,32.2,2.3,7.6,1.9,0.4,12.8,0.451,0.217,3.9,-0.8,0.148,0.147,0.451,0.649,0.549,0.33,0.571,0.002,0.151
Jalen Brunson,36.4,10.2,0.6,3.5,1.3,0.2,3.5,25.9,8.6,9.7,0.551,0.488,0.383,0.821,65,2301,0.605,29.5,32.3,1.4,7.9,1.3,0.3,10.5,0.331,0.373,4.7,-1.3,0.149,0.181,0.331,0.676,0.525,0.236,0.461,0.0,0.144
Jarrett Allen,23.1,3.3,4.5,12.2,1.6,1.5,2.0,13.4,0.1,5.8,0.706,0.706,0.0,0.718,82,2296,0.724,15.9,9.5,10.5,26.7,1.6,2.9,11.3,0.008,0.433,3.0,1.2,0.594,0.05,0.008,0.813,0.469,0.825,0.0,0.272,0.4
Chris Paul,15.2,12.8,0.7,5.5,2.2,0.5,2.7,12.3,7.8,1.9,0.547,0.427,0.377,0.924,82,2292,0.58,14.0,34.8,1.5,12.3,2.2,0.9,17.1,0.636,0.158,0.3,0.5,0.026,0.189,0.636,0.8,0.518,0.22,0.493,0.0,0.127
Anfernee Simons,28.6,7.1,0.5,3.5,1.3,0.1,3.0,23.9,12.6,4.1,0.521,0.426,0.363,0.902,70,2292,0.557,24.6,23.3,1.2,8.0,1.3,0.2,10.6,0.527,0.172,1.5,-1.5,0.124,0.108,0.527,0.636,0.369,0.186,0.609,0.014,0.093
Giannis Antetokounmpo,43.0,9.1,3.1,13.8,1.2,1.6,4.4,27.9,1.3,14.9,0.607,0.601,0.222,0.617,67,2289,0.625,35.2,36.0,7.3,29.7,1.2,3.2,11.2,0.048,0.536,6.9,2.5,0.511,0.096,0.048,0.773,0.48,0.429,0.5,0.205,0.048
Malik Beasley,28.1,2.9,1.0,3.5,1.5,0.1,1.7,22.6,16.1,2.9,0.579,0.43,0.416,0.679,82,2283,0.59,22.5,8.9,2.3,8.0,1.5,0.2,6.8,0.715,0.131,2.0,-1.2,0.057,0.055,0.715,0.656,0.356,0.634,0.937,0.022,0.209
Kentavious Caldwell-Pope,14.7,3.0,0.7,3.0,2.2,0.7,1.4,11.9,7.2,2.1,0.543,0.439,0.342,0.863,77,2279,0.574,12.4,8.7,1.6,7.2,2.2,1.4,9.6,0.607,0.175,-3.0,1.6,0.123,0.064,0.607,0.761,0.543,0.698,0.929,0.029,0.348
Nikola Vučević,27.6,5.2,3.6,11.4,1.2,1.1,2.4,21.3,6.6,3.1,0.592,0.53,0.402,0.805,73,2278,0.611,22.4,17.1,8.3,25.2,1.2,2.0,9.7,0.309,0.144,2.5,0.1,0.214,0.118,0.309,0.689,0.508,0.758,0.992,0.012,0.084
Payton Pritchard,25.3,6.2,2.3,4.5,1.5,0.3,1.8,19.1,13.8,1.9,0.62,0.472,0.407,0.845,80,2271,0.633,19.0,18.1,4.9,9.8,1.5,0.6,8.4,0.723,0.097,3.4,0.2,0.112,0.044,0.723,0.794,0.447,0.247,0.804,0.0,0.157
Kevin Durant,36.0,5.7,0.5,7.7,1.1,1.7,4.1,24.5,8.1,7.9,0.598,0.527,0.43,0.839,62,2265,0.642,28.7,19.6,1.2,16.9,1.1,3.2,12.9,0.331,0.321,3.9,-0.7,0.091,0.312,0.331,0.824,0.524,0.433,0.888,0.041,0.223
Shaedon Sharpe,28.8,4.3,1.5,5.5,1.3,0.3,3.2,23.8,10.2,5.2,0.519,0.452,0.311,0.785,72,2252,0.551,25.1,14.2,3.2,12.7,1.3,0.6,11.0,0.428,0.219,0.0,-1.3,0.226,0.106,0.428,0.755,0.47,0.409,0.707,0.07,0.165
Stephen Curry,37.1,9.1,0.9,5.8,1.7,0.6,4.3,27.2,16.9,6.5,0.572,0.448,0.397,0.933,70,2252,0.618,29.8,31.3,1.9,13.3,1.7,1.3,12.6,0.623,0.238,6.4,0.0,0.083,0.07,0.623,0.673,0.455,0.478,0.704,0.001,0.101
Jalen Williams,32.0,7.6,1.3,6.7,2.4,1.0,3.2,25.1,7.3,6.4,0.537,0.484,0.365,0.789,69,2237,0.573,27.5,23.4,2.9,14.6,2.4,2.1,10.3,0.291,0.256,2.7,1.4,0.201,0.187,0.291,0.723,0.523,0.395,0.782,0.069,0.094
Donovan Mitchell,36.7,7.6,1.2,5.7,2.0,0.4,3.2,28.4,13.6,7.8,0.531,0.443,0.368,0.823,71,2232,0.575,30.9,23.9,2.8,12.5,2.0,0.7,9.2,0.48,0.274,3.8,-0.2,0.156,0.084,0.48,0.607,0.441,0.222,0.541,0.014,0.096
Harrison Barnes,21.9,2.9,2.1,4.6,0.8,0.3,1.1,14.8,7.8,4.3,0.622,0.508,0.433,0.809,82,2230,0.656,15.7,8.6,4.7,10.3,0.8,0.6,6.1,0.527,0.291,1.7,-1.7,0.25,0.038,0.527,0.69,0.538,0.586,0.981,0.042,0.547
Julius Randle,28.5,7.2,3.2,7.6,1.0,0.4,4.3,20.8,7.0,7.4,0.542,0.485,0.344,0.806,69,2226,0.593,25.0,22.5,7.3,16.8,1.0,0.7,15.3,0.334,0.357,1.5,-0.2,0.252,0.121,0.334,0.751,0.465,0.447,0.843,0.052,0.21
Amen Thompson,21.2,5.8,4.2,8.1,2.1,1.9,3.0,15.2,2.0,5.4,0.575,0.557,0.275,0.684,69,2225,0.602,17.5,16.9,9.0,18.2,2.1,3.6,14.6,0.131,0.354,1.4,2.6,0.42,0.096,0.131,0.758,0.493,0.523,0.96,0.212,0.582
Jaren Jackson Jr.,34.6,3.1,1.9,6.9,1.9,2.4,3.2,25.5,8.2,8.4,0.548,0.488,0.375,0.781,74,2207,0.591,28.1,10.1,4.4,15.5,1.9,4.7,9.9,0.321,0.328,1.6,0.8,0.119,0.134,0.321,0.667,0.509,0.451,0.952,0.029,0.206
Desmond Bane,28.0,7.8,1.3,7.5,1.7,0.6,3.6,21.5,8.8,4.2,0.565,0.484,0.392,0.894,69,2205,0.6,23.3,23.6,3.0,16.9,1.7,1.2,13.3,0.411,0.194,2.6,0.6,0.188,0.093,0.411,0.712,0.4,0.426,0.634,0.005,0.187
Naz Reid,25.5,4.1,2.1,8.7,1.3,1.6,2.4,20.7,10.4,3.2,0.556,0.462,0.379,0.776,80,2200,0.577,21.5,12.6,4.7,19.3,1.3,3.0,9.9,0.501,0.155,0.8,0.8,0.2,0.044,0.501,0.681,0.366,0.641,0.92,0.034,0.227
Tyus Jones,18.9,9.8,0.9,3.5,1.6,0.2,2.1,15.5,9.1,1.3,0.57,0.448,0.414,0.895,81,2174,0.585,16.2,27.7,2.1,7.8,1.6,0.3,11.4,0.587,0.083,1.4,-1.3,0.06,0.16,0.587,0.78,0.422,0.393,0.873,0.0,0.344
Myles Turner,24.8,2.5,2.0,8.4,1.2,3.2,2.7,17.9,8.7,5.3,0.577,0.481,0.396,0.773,72,2174,0.612,20.7,7.1,4.7,19.4,1.2,6.0,11.8,0.486,0.293,0.0,0.4,0.175,0.073,0.486,0.746,0.559,0.846,0.981,0.09,0.14
Evan Mobley,29.2,5.0,3.6,11.0,1.4,2.5,3.2,20.1,5.1,6.8,0.604,0.557,0.37,0.725,71,2167,0.633,23.2,15.1,8.4,24.0,1.4,4.7,12.2,0.254,0.337,3.1,1.5,0.421,0.038,0.254,0.787,0.353,0.64,0.894,0.22,0.2
Taurean Prince,14.6,3.5,0.8,5.6,1.7,0.3,1.8,11.5,7.5,1.1,0.6,0.457,0.439,0.813,80,2166,0.613,12.5,9.4,1.8,12.2,1.7,0.6,13.3,0.652,0.093,-2.0,0.3,0.16,0.058,0.652,0.646,0.333,0.773,0.986,0.018,0.507
Stephon Castle,26.6,7.4,2.0,4.6,1.7,0.5,4.0,22.1,7.4,7.7,0.476,0.428,0.285,0.724,81,2162,0.522,26.0,22.8,4.4,10.3,1.7,0.9,13.4,0.337,0.348,-1.5,-1.7,0.311,0.084,0.337,0.655,0.373,0.46,0.789,0.078,0.147
Deni Avdija,27.4,6.3,2.5,9.3,1.6,0.8,4.4,19.0,7.7,8.4,0.55,0.476,0.365,0.78,72,2161,0.605,23.2,19.9,5.4,21.2,1.6,1.5,16.3,0.405,0.441,1.5,0.6,0.322,0.026,0.405,0.665,0.364,0.448,0.848,0.027,0.181
Jaylen Brown,32.5,6.6,1.9,6.6,1.7,0.4,3.8,26.0,8.3,7.5,0.515,0.463,0.324,0.764,63,2158,0.555,28.9,21.4,4.1,14.4,1.7,0.8,11.4,0.32,0.288,0.4,-0.4,0.197,0.145,0.32,0.75,0.407,0.386,0.724,0.045,0.184
Tim Hardaway Jr.,18.9,2.7,0.4,3.7,0.8,0.2,1.1,15.2,10.2,3.2,0.529,0.406,0.368,0.855,77,2153,0.567,15.5,7.6,0.9,8.4,0.8,0.3,6.1,0.672,0.213,-1.1,-0.9,0.082,0.072,0.672,0.679,0.469,0.815,0.923,0.016,0.241
Bennedict Mathurin,25.9,3.0,1.9,6.6,1.1,0.5,3.0,19.1,6.4,7.4,0.516,0.458,0.34,0.831,72,2149,0.579,22.8,8.8,4.6,15.2,1.1,1.0,11.9,0.338,0.389,-1.3,-1.5,0.273,0.066,0.338,0.635,0.393,0.584,0.714,0.049,0.139
Spencer Dinwiddie,19.7,7.9,0.4,4.3,1.6,0.4,2.3,15.4,7.4,5.5,0.496,0.416,0.334,0.802,79,2136,0.553,17.9,22.1,0.9,9.5,1.6,0.7,11.4,0.478,0.356,-0.9,-0.7,0.136,0.106,0.478,0.645,0.458,0.211,0.55,0.012,0.184
Scottie Barnes,28.2,8.5,2.5,8.9,2.1,1.4,4.2,24.0,6.3,6.8,0.482,0.446,0.271,0.755,65,2134,0.523,27.0,27.7,5.3,20.2,2.1,2.8,13.4,0.263,0.284,1.5,0.9,0.219,0.176,0.263,0.687,0.476,0.452,0.737,0.066,0.132
Josh Giddey,22.5,11.1,2.8,9.7,1.9,1.0,4.5,17.6,6.1,4.9,0.531,0.465,0.378,0.781,70,2117,0.57,21.7,32.9,6.4,21.4,1.9,1.8,18.4,0.348,0.281,1.9,1.1,0.277,0.076,0.348,0.584,0.377,0.414,0.895,0.013,0.277
Fred VanVleet,19.5,7.7,0.7,4.4,2.2,0.6,2.0,17.5,10.6,3.2,0.483,0.378,0.345,0.81,60,2111,0.515,17.7,21.2,1.6,9.7,2.2,1.1,9.6,0.607,0.181,-0.4,1.3,0.095,0.07,0.607,0.528,0.434,0.234,0.623,0.0,0.093
Keyonte George,25.6,8.6,0.6,5.2,1.0,0.2,4.2,20.9,11.5,6.5,0.485,0.391,0.343,0.818,67,2109,0.539,24.3,26.9,1.3,11.5,1.0,0.4,14.9,0.552,0.31,-0.2,-2.5,0.073,0.098,0.552,0.627,0.4,0.427,0.649,0.015,0.136
Damian Lillard,33.4,9.5,0.7,5.6,1.6,0.2,3.7,22.9,12.1,9.1,0.547,0.448,0.376,0.921,58,2093,0.621,27.8,29.7,1.6,12.1,1.6,0.4,12.2,0.528,0.396,4.7,-0.6,0.169,0.071,0.528,0.655,0.486,0.158,0.574,0.005,0.078
Russell Westbrook,22.8,10.5,2.3,6.2,2.4,0.9,5.6,19.1,6.7,5.4,0.505,0.449,0.323,0.661,75,2092,0.532,23.8,28.8,5.6,13.4,2.4,1.6,20.6,0.35,0.28,-0.9,-0.2,0.314,0.063,0.35,0.682,0.212,0.423,0.862,0.032,0.337
Kelly Oubre Jr.,21.5,2.6,2.3,6.4,2.2,0.7,1.9,17.6,5.7,4.4,0.518,0.47,0.293,0.751,60,2078,0.551,18.9,7.9,5.1,15.4,2.2,1.4,8.9,0.327,0.25,-1.7,-0.6,0.328,0.067,0.327,0.704,0.26,0.534,0.972,0.097,0.318
Nickeil Alexander-Walker,18.4,5.3,1.3,5.0,1.2,0.8,2.4,14.7,8.8,2.8,0.553,0.438,0.381,0.78,82,2073,0.579,16.0,15.0,2.9,11.1,1.2,1.5,12.9,0.601,0.192,-0.8,0.4,0.166,0.063,0.601,0.667,0.359,0.612,0.986,0.019,0.335
Luguentz Dort,16.6,2.7,2.1,4.7,1.8,0.9,1.2,13.7,9.6,1.1,0.578,0.435,0.412,0.717,71,2073,0.586,13.6,6.9,4.7,10.3,1.8,1.9,7.7,0.696,0.078,-0.6,0.8,0.123,0.059,0.696,0.589,0.429,0.67,0.959,0.032,0.259
Onyeka Okongwu,22.4,3.8,5.0,10.0,1.6,1.5,2.0,15.5,3.4,4.9,0.602,0.567,0.324,0.759,74,2064,0.634,17.3,11.4,11.4,24.0,1.6,3.0,10.4,0.216,0.316,1.2,0.2,0.48,0.038,0.216,0.738,0.5,0.768,1.0,0.145,0.534
Malik Monk,26.6,8.6,0.7,5.1,1.5,0.9,3.8,22.4,10.2,4.2,0.513,0.439,0.325,0.865,65,2054,0.549,24.6,25.7,1.6,11.7,1.5,1.8,13.5,0.456,0.19,0.3,-1.1,0.145,0.106,0.456,0.632,0.47,0.443,0.82,0.036,0.121
Jaylen Wells,18.7,3.1,2.0,4.1,1.0,0.2,1.6,15.4,8.9,3.1,0.527,0.425,0.352,0.822,79,2043,0.56,15.9,8.4,4.6,9.3,1.0,0.4,8.6,0.58,0.2,-1.2,-1.0,0.142,0.059,0.58,0.729,0.625,0.658,0.906,0.036,0.38
Jalen Duren,21.7,4.9,6.5,12.5,1.3,2.1,3.2,12.9,0.0,5.7,0.692,0.692,0.0,0.669,78,2034,0.703,16.4,14.7,15.2,28.7,1.3,4.2,17.2,0.0,0.443,1.6,1.5,0.663,0.004,0.0,0.76,0.5,0.624,0.0,0.441,0.0
Jalen Wilson,18.4,3.6,1.8,4.8,1.0,0.1,1.9,15.2,8.9,4.0,0.495,0.397,0.337,0.818,79,2031,0.541,16.6,10.8,4.0,11.4,1.0,0.2,10.2,0.584,0.266,-2.6,-1.3,0.165,0.023,0.584,0.608,0.286,0.597,1.0,0.002,0.29
Miles Bridges,31.5,6.0,1.7,9.9,1.1,1.1,3.3,26.4,10.9,6.2,0.495,0.431,0.313,0.87,64,2029,0.541,28.0,21.7,3.7,21.9,1.1,2.2,10.2,0.413,0.233,2.3,-0.5,0.242,0.051,0.413,0.712,0.309,0.482,0.908,0.058,0.236
Franz Wagner,35.8,7.0,1.4,7.1,1.9,0.5,3.4,28.7,8.7,7.7,0.507,0.463,0.295,0.871,60,2023,0.558,31.0,26.6,3.0,17.1,1.9,1.0,9.6,0.303,0.268,2.6,0.5,0.214,0.091,0.303,0.726,0.491,0.446,0.692,0.036,0.111
Jordan Poole,33.1,7.2,0.7,4.1,2.0,0.6,4.9,25.1,14.8,6.5,0.544,0.432,0.378,0.883,68,2001,0.591,29.0,25.6,1.6,9.0,2.0,1.2,14.8,0.588,0.259,2.0,-1.6,0.166,0.056,0.588,0.703,0.271,0.347,0.574,0.01,0.087
Draymond Green,15.0,9.4,1.8,8.3,2.4,1.7,4.3,12.5,6.0,3.6,0.503,0.424,0.325,0.687,68,1983,0.534,15.9,26.2,3.9,19.0,2.4,3.4,23.3,0.483,0.289,-2.3,2.8,0.187,0.053,0.483,0.6,0.444,0.809,0.988,0.029,0.39
Devin Vassell,25.4,4.5,0.8,5.4,2.0,0.8,2.1,21.7,10.5,2.9,0.532,0.443,0.368,0.792,64,1983,0.553,22.1,13.8,1.8,12.0,2.0,1.5,8.5,0.483,0.135,-0.3,-0.8,0.139,0.175,0.483,0.677,0.474,0.547,0.861,0.046,0.228
Klay Thompson,24.7,3.6,1.1,5.0,1.2,0.7,2.2,21.6,13.6,1.8,0.535,0.412,0.391,0.905,72,1965,0.552,21.8,10.7,2.5,11.0,1.2,1.3,8.8,0.631,0.084,0.7,-1.6,0.067,0.105,0.631,0.712,0.37,0.69,0.944,0.002,0.264
Tyrese Maxey,34.4,8.0,0.4,4.0,2.3,0.5,3.1,27.4,12.0,7.3,0.511,0.437,0.337,0.879,52,1960,0.562,29.8,28.0,0.8,9.6,2.3,1.1,9.2,0.438,0.265,3.2,-1.1,0.226,0.071,0.438,0.644,0.462,0.307,0.491,0.014,0.084
